feature_set,model,params,fold,mse,rmse,mae,epochs_run
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.1;hidden_layer_sizes=(64,);learning_rate_init=0.003",3,0.034836526960134506,0.18664545791455656,0.14135020971298218,1000
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.1;hidden_layer_sizes=(64,);learning_rate_init=0.003",4,0.033950041979551315,0.18425537164368183,0.1311662495136261,1000
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.1;hidden_layer_sizes=(64,);learning_rate_init=0.003",5,0.04101955518126488,0.20253284963497867,0.1418529897928238,724
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.1;hidden_layer_sizes=(32, 16);learning_rate_init=0.001",1,0.04066680744290352,0.20166012854033272,0.14252278208732605,1000
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.1;hidden_layer_sizes=(32, 16);learning_rate_init=0.001",2,0.06103916093707085,0.24706104698448692,0.18220554292201996,1000
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.1;hidden_layer_sizes=(32, 16);learning_rate_init=0.001",3,0.1011912077665329,0.3181056550370221,0.2300598919391632,1000
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.1;hidden_layer_sizes=(32, 16);learning_rate_init=0.001",4,0.08564639836549759,0.29265405919873655,0.2107173651456833,1000
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.1;hidden_layer_sizes=(32, 16);learning_rate_init=0.001",5,0.09439965337514877,0.30724526583032774,0.20978255569934845,1000
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.1;hidden_layer_sizes=(32, 16);learning_rate_init=0.003",1,0.017641965299844742,0.13282306012076647,0.09702249616384506,1000
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.1;hidden_layer_sizes=(32, 16);learning_rate_init=0.003",2,0.02157777175307274,0.14689374306985556,0.11008529365062714,1000
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.1;hidden_layer_sizes=(32, 16);learning_rate_init=0.003",3,0.06589169800281525,0.25669378255582126,0.20149260759353638,1000
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.1;hidden_layer_sizes=(32, 16);learning_rate_init=0.003",4,0.03690087050199509,0.19209599293581084,0.13530735671520233,1000
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.1;hidden_layer_sizes=(32, 16);learning_rate_init=0.003",5,0.039699483662843704,0.19924729273654812,0.14123082160949707,1000
